sex,age,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Female,3,115940.0958022,117506.04019450468,120192.77747160947,123440.06175780001,127211.61904761902,123589.61904761902,119333.71428571425,119411.5369019476,120450.38658863126,118325.04677808343,117081.78128495967,117573.38417335949,117953.53817614488,118255.08693841443,118632.46683204763,119042.85128951263,119414.68356204481,119732.24351607668,120044.18492997623,120355.13091079562,120657.60379936738,120996.40516196383,121387.93512908329,121831.54850968561,122335.3620545654,122905.9072647574,123550.35503104281,124263.53410404401,125040.52478605584,125869.56317691659,126805.04291535908,127796.37812499821,128895.34776285969,129880.24107712004,130572.6698320476,131167.56698228687,131651.85881373048,132024.1603438976,132287.5257384582,132454.83909609797
Male,76,33672.0,35134.09523809522,35042.09523809522,35936.0,36434.0,36242.0,32657.80952380946,34572.486656767804,37224.70043633827,39332.29823268528,39538.47426453246,41678.502192653614,50841.70571926625,47452.21977324023,45972.50384192627,45771.88117637409,45681.4912017098,45998.55575867981,47303.02875027379,48175.41302279725,50234.62993290263,52476.172304709035,53601.111865999206,55892.868134856864,57726.43707986469,59667.24162988888,61511.48778964783,62803.02579382887,64980.94785793708,67240.0474492198,67843.06308170006,68852.15942962523,69834.45101995867,69786.52751910823,69600.13322748047,70470.85166431541,71388.5979172922,71924.35043943088,71692.20115518422,71180.7016728461
Male,51,96452.0,99030.19047619044,101162.38095238087,105482.66666666663,109186.66666666663,110662.76190476186,112208.76190476186,113813.53265989761,113852.195571291,113076.4455732926,114910.97771223783,116265.06583775624,117268.78367832664,116855.24211060064,115957.40560424262,117213.33452661101,118171.43424823682,120634.97670440428,123768.67552964264,129083.1688094091,133206.26607781684,135038.96484093586,133664.82102963506,135351.00092558702,136486.84732558142,139439.27301657625,138860.25127814585,137651.68828993588,139609.3267507236,138088.31539115304,138492.8137528906,138367.56590259002,136466.92625883885,135204.26174363284,136458.01726297342,136007.35400806565,136877.12655706544,137326.84729588183,136341.61515372523,136412.54485165403
Male,1,128682.99202799998,132721.5368564762,136013.14285714284,131805.14285714284,129075.14285714283,128987.14285714283,129792.66666666663,126191.55709514664,126187.81025141028,126750.6840447286,127183.97536659887,127527.41327947786,127955.30631622126,128419.43800210848,128839.37578419308,129198.70749347829,129551.5468446596,129900.19581299124,130240.42333155006,130618.3164697274,131052.22817343485,131543.57739708386,132101.13751585525,132730.768348408,133443.77813831286,134233.57960724225,135094.40749896583,136013.68630321926,137055.5878467716,138158.60907387128,139386.198893163,140487.57634856243,141261.47718378925,141929.47272697452,142472.59708272803,142892.6096674247,143190.12898662605,143379.4334227547,143484.44991659204,143530.98957640122
Male,89,8328.0,8374.0,8676.0,8800.0,8992.0,9514.0,9814.0,10117.965227471308,10827.12244235105,10774.839733278885,11189.43148503508,11253.55861971478,11579.834182280465,12050.765756216486,12567.032047598783,12739.363146192642,13342.214518898718,13734.05258280733,13810.031055214764,12714.106290169262,13640.639132822786,14939.299171309869,16002.19085352394,16321.123267319563,17364.07197048448,21366.463233824237,20218.345853503626,19767.241533666704,19852.71817196081,19957.70683852317,20280.875578761646,21020.6544291632,21565.554055506444,22639.927432873847,23818.790112181006,24526.044884625284,25779.706531897085,26811.46103275105,27912.879707523833,29016.677980379034
Male,48,107312.0,110884.0,112336.09523809521,114054.28571428565,116032.66666666663,116930.9523809523,116073.14285714283,118155.31699494302,119603.94304811265,120739.81864689247,120388.95012492247,119509.13841261681,120902.78763108267,121994.7486205737,124671.21641031643,127998.83569436501,133607.00751086522,137954.23271818866,139884.00844713981,138407.58233851346,140125.76548767067,141266.70034422103,144378.5184162652,143760.964589359,142400.6539505302,144479.1189412366,142892.0546119518,143295.99981989304,143141.5939317656,141134.6077107371,139823.0248074894,141157.8270562659,140690.08285783383,141605.00670616783,142064.33184621582,141030.26569613043,141091.7578364056,140464.53517457907,139602.67139772425,139278.78002672963
Female,30,171844.0,172882.95238095228,172637.80952380947,169632.28571428565,174093.04761904763,173107.61904761902,170387.4285714285,172681.8026902405,169074.7292014514,167061.27628616843,166900.96836579146,164459.3978420927,162189.6864045282,162134.4865699155,161728.08359448527,162155.61035326103,163516.5079322579,162419.07919454144,162433.43869072726,161390.75130311146,160537.13385227945,159666.9066583752,162341.14699193602,164974.11300335647,166585.23658510423,169345.43455433365,172346.96420272466,176736.39815694827,177095.89934828624,179065.33527152188,181756.2911455636,183069.20665455644,180142.7544653496,178003.62343428124,177534.34366005842,178146.74007376304,175824.54213612402,175620.25259837817,175866.31641204166,176036.5057780716
Male,19,96536.0,93246.28571428565,93700.4761904761,92410.66666666663,95192.66666666663,93972.76190476186,91304.57142857142,94795.58316411363,95809.17079878345,95477.33160061228,93890.42863218341,96635.07203225503,98505.17577221344,102256.07587575229,105711.09195374761,109199.83319060928,113060.67597970486,113353.83803152404,116026.81217021245,118567.35606203524,119867.13654044984,117012.67758969546,114829.335421543,114469.38777746003,115222.23018255908,112721.3827332161,112729.22309948402,113054.81036262425,113315.86479723726,113520.27926890508,113782.69887394522,114070.51020381585,114330.12425932047,114551.8942029212,114772.65749652924,114993.29915693725,115211.96149349262,115467.3366077292,115774.31362473505,116126.69042606645
Male,43,119624.0,119512.19047619044,121894.38095238087,123872.57142857142,125780.9523809523,125867.42857142849,125313.71428571425,127038.02249657668,128425.3266701671,131598.14457430062,135338.99175059702,141569.3877411744,146378.51274485124,148525.73251286588,146832.65549971527,148599.3100001677,149747.21667993627,153207.08079934062,152511.27490648886,150804.68493437,153152.90844054005,151431.09241442123,151839.08995291265,151628.24005407665,149405.42162459102,148010.49590895197,149530.73564671283,149036.28953985623,150055.56483229963,150538.6421693482,149410.45154373546,149463.24841266865,148781.29237502546,147832.80112861804,147437.6061712718,149443.33095558404,151374.62454482925,152753.9509742575,154742.04492239628,157267.98355304726
Female,53,89712.0,92678.38095238087,97458.4761904761,100154.4761904761,104070.66666666663,109062.76190476186,111622.38095238087,112967.74026978103,114590.38569562128,113516.561115118,113737.29381084007,114076.92090041749,112586.9942471482,113875.14329949542,113354.83830298568,112541.93376222186,112777.29242195886,113798.86401975082,115105.32970252521,116158.52824804145,118109.97976121362,124586.38865376147,127356.66828150227,128217.02114641064,128254.29338407869,127455.41618180065,127080.00463265667,129609.30598709184,130088.83263163624,130154.55204726447,131446.6639220446,129729.17923711785,128979.55340245184,128732.46761447462,127149.28313840703,125432.97822720386,125385.92662816987,124975.10107144705,125301.66436478405,126139.51749381941
Female,71,47716.0,43828.09523809522,47828.09523809522,51008.19047619044,52212.28571428565,52588.380952380874,55772.380952380874,65650.40583467801,62270.26178028059,60783.955439858866,60789.10865660464,59946.41278858359,61240.09028665428,62179.33203402181,63871.53470976443,64754.04580798207,67151.55139564167,69029.9248943328,71586.64813670068,73767.42072569905,76872.96481472367,78776.17213971665,81355.15646744502,84794.74392007323,86655.21845995545,87732.10084203261,88899.1500159177,88283.17520947344,88369.57448363864,88665.79496780343,87587.65778020685,88685.90491314526,88267.3147455749,87543.53282302944,87506.30244875044,88152.72552789969,88955.99622024347,89673.49012358824,91170.52336396807,95805.34900726409
Female,10,88304.0,87658.19047619044,92120.28571428565,94440.28571428565,97684.28571428565,103268.38095238087,106806.19047619044,112343.16112532918,113062.96458873368,115113.27610719544,118106.68185310301,120841.94099338322,117332.7379609673,113707.21050661705,113746.88859439321,114635.32034479646,112725.28877515427,111695.28864734588,112112.10493605965,112438.82637687447,112695.5786390857,113020.5735223916,113374.21016589865,113694.00458136598,113968.42158898507,114238.72872334743,114509.36929408826,114771.92050981103,115071.56502881006,115420.68163556166,115818.64099649724,116272.08909599407,116785.38541090819,117363.97633817303,118002.61251057262,118697.81058735249,119439.26037429026,120273.07354455505,121152.78828204122,122125.87274822264
Female,23,142790.0,137814.3809523809,134720.76190476184,133633.14285714284,130351.33333333327,127075.71428571425,123471.33333333327,124108.08431163247,124641.91368220304,126046.68464472966,125128.02348053324,125895.78553241462,125293.5574888775,124597.32619141188,123668.30718745562,126757.0740181558,129148.36953217344,130969.35555193882,134180.22887526127,137259.01788774785,141866.57692467468,142277.36871617608,144263.43203892448,147068.7395054027,148639.7068482508,145624.537798847,143221.9262920072,142890.65523624382,143577.56354734383,141332.95066630805,140993.10786815966,141264.3575314679,141469.37574443585,141620.69776533288,141836.60740954947,142080.97609875185,142299.91547686706,142473.82519452227,142651.24195818725,142826.8235138903
Female,70,44508.0,48498.0,51924.09523809522,53016.19047619044,53456.28571428565,56648.380952380874,66814.57142857142,63354.34165484103,61840.09563642482,61841.586277149676,60975.21404911285,62297.85415795021,63252.20152144704,64973.236924719415,65873.72645352324,68317.37033672721,70223.56892063847,72822.61809122944,75042.12197754646,78206.19603886506,80130.78906646902,82755.43978251169,86258.15527242683,88146.10991367386,89232.80808267243,90416.89256319178,89776.15410418104,89861.15454512702,90154.96686453465,89050.34541217324,90156.39801165843,89727.10503451987,88990.51982645401,88955.60866428388,89612.70433616082,90430.9213811964,91157.36820367005,92672.78432076068,97388.43298891862,99582.0031863678
Female,9,87698.0,92188.09523809521,94362.09523809521,97682.09523809521,103666.19047619044,107454.19047619044,113130.0958022,113863.33661320966,115937.24336817345,118974.71952463448,121767.7720005507,118199.02175583188,114508.61888489762,114551.23346075542,115457.42741185325,113521.16457086104,112466.72981570923,112891.83639642164,113224.57904610364,113486.71708213803,113817.73765287004,114177.94940784347,114503.6037007044,114783.31699909849,115058.86696454864,115334.26264116063,115601.64020727364,115906.09484930706,116260.58684528689,116664.07383482822,117124.08295868366,117644.6180968354,118231.13337740282,118879.27089573446,119584.70982736381,120336.60609308726,121182.96515006784,122076.13438920781,123064.45909471088,123949.00634950987
Male,52,92300.0,95656.0,98408.19047619044,100984.38095238087,104792.66666666663,108698.66666666663,109508.76190476186,111220.66815254364,112785.54247574044,112790.18969420082,112036.87743093011,113801.81746228701,115129.71108197304,116094.08502112626,115668.14630671301,114765.975750251,115983.36559330451,116903.11273109187,119305.14609004621,122381.98347191143,127607.2659683674,131661.88825833023,133464.7153871797,132121.8959597016,133799.9583198176,134933.62030643882,137837.721990888,137271.73486669004,136108.0378637407,138029.85424561624,136529.9855787978,136934.15534126622,136817.15561424306,134949.4784978449,133703.12304742067,134933.60891715606,134489.09783810208,135346.57724180282,135793.14761656302,134824.1052576074
Female,50,102230.0,105732.19047619044,110504.28571428565,113752.28571428565,115382.57142857142,117070.76190476186,116024.66666666663,116314.75142455882,116662.7695494977,115139.24277024942,116438.83019029105,115940.31358809084,115166.13487076445,115508.12902192581,116611.27037435185,118036.10843755741,119157.59278538701,121182.71984199266,127963.72553152723,130805.66582445869,131704.91237150808,131766.7755745728,130902.8822908462,130424.51264850605,133037.29665292503,133538.75147231785,133602.47504544602,134941.60923020804,133135.57117981062,132330.63299394445,132072.06093798607,130426.37189960989,128654.08039340447,128596.00030578105,128172.49146299504,128498.6269757658,129365.8690591508,128567.83045252526,128584.05561396686,127854.47097619208
Female,65,60758.0,72530.19047619044,68534.28571428565,66774.38095238087,66772.4761904761,66072.66666666663,67416.57142857142,68468.82356681087,70369.39232402825,71354.50951255846,74076.16545015,76155.8453712022,78997.98422515983,81454.95741972761,84967.22620902082,87018.14656304882,89922.32163998825,93791.31506030541,95854.46197508267,97006.34657993788,98300.88238894046,97536.27158924323,97625.77352498368,97921.44313184702,96681.55782175748,97842.31583891562,97370.01885659923,96572.2857934501,96564.92642257409,97300.46432796125,98222.86918179363,99021.5349400531,100653.45310910203,105843.27201185608,108204.34178952244,108914.25563113247,108915.80761689969,108350.38522928128,108266.88543174264,110415.02781591864
Female,42,122062.0,121180.76190476186,122793.14285714283,122837.42857142849,122374.09523809521,123180.57142857142,124562.19047619044,126398.01865982963,127762.10651378366,130023.97702840064,137832.5424667747,140883.9192297237,141900.82829959545,142052.112003293,140970.50356536102,140132.50393399823,143032.878074286,143619.33189911407,143680.0759206302,145179.24564518267,143064.97757817345,142071.55003788846,141792.752792606,139953.1400977978,138011.41755016585,137934.8707231544,137477.85789208306,137820.4674686754,138790.18467213603,137909.00165565463,137902.5001259269,137078.74644573563,136457.53441848187,135872.53507338843,137811.53373466688,139818.5548872372,140963.03139689082,142903.0755773447,145085.78479797867,148286.53674961085
Male,16,94442.0,96318.0,95464.09523809521,95164.19047619044,95960.28571428565,96498.38095238087,96462.57142857142,94504.16531038986,97491.02563636648,99469.62698171729,104184.06401591402,108263.42111241905,112259.44843342804,116601.47463512828,117054.70975665346,120143.27193567643,123018.83348009086,124586.62731559487,121264.73437390605,118771.10123199967,118307.21926803085,119216.85337181759,116414.80405997545,116429.08052973423,116826.57728115219,117141.38283795005,117388.92699117701,117701.83503381764,118042.51614195068,118351.30145213444,118616.43768143427,118877.6982517741,119139.30372377526,119396.21800334685,119688.67987554386,120033.19373597988,120425.99905358607,120873.09931644521,121379.47605985863,121951.1677585787
Male,31,171236.0,174350.4761904761,173973.04761904763,176405.80952380947,177388.28571428565,181864.8571428571,178634.95238095237,174355.1386790867,178323.29472890706,176008.66931584798,176251.193696365,175747.32883673947,172725.98719692527,171302.57872097887,173959.50244577244,173470.10666182707,175111.953688737,175597.26921924565,174208.01422745222,174411.65947620332,173681.54967031442,172531.67111158092,171810.84879032796,174444.6522046261,176886.60097335567,178966.1017213894,181702.96295851062,185107.04002593004,188955.1232471251,189142.46561527543,191306.52045708644,193805.98635245624,194733.44008176887,192132.47155604296,190184.09760900686,189834.6704880203,190374.7956589394,187973.0590390432,187824.02269530622,188079.60049086568
Male,81,24766.0,25052.0,25580.09523809522,25368.28571428566,25888.28571428566,26586.28571428566,27566.380952380878,27510.384781710804,28482.110154643455,28976.65257746046,28820.28096098105,26127.9949894205,27757.368269023496,30014.739524355664,31810.384793770667,32105.093711408263,33920.260294540894,41436.980230879824,38823.941847662616,37701.025411019255,37619.33195844169,37607.79609653486,37950.3331075435,39093.29001455761,39881.04211807506,41636.4950220975,43556.324616128266,44575.86830733662,46562.107490521084,48161.71049181427,49852.35151405046,51492.3629709927,52656.5633532317,54572.77046348849,56547.218968970075,57159.066612453884,58089.297054532406,59003.84761043923,59037.48106939987,58978.62981329621
Male,56,75924.0,79858.09523809521,81774.28571428565,85552.57142857142,89388.76190476186,92940.76190476186,95398.85714285707,97294.76686953702,100605.07747315943,104250.3071378181,104782.38858939525,106330.01142540286,107763.69854140867,107673.1221803381,107010.45939128785,108537.16686845002,109778.39659137587,110610.45158338823,110153.77502515903,109250.6913062213,110336.47657822224,111129.56271338409,113312.89346777246,116171.36892030263,121063.28340108447,124846.70128830848,126535.0121015828,125310.25274105144,126947.91773067004,128067.94754038822,130789.47695465366,130271.12102181627,129266.78893414524,131056.86951503331,129644.68856006366,130048.39232645245,129966.98787924682,128229.30778879298,127054.57345711408,128202.35147856988
Male,39,130530.0,130562.4761904761,130844.9523809523,134101.71428571426,136116.66666666663,140550.0952380952,144272.4761904761,151260.14590859963,156567.94493180764,158979.36625686864,157008.99904588365,158809.63443526102,159956.659672825,163823.88772855105,163047.3247983682,160879.55438787505,163564.0398193808,161687.57458662643,162094.53205301188,161823.808926732,159364.2221068432,157889.69854705545,159652.3436772368,159138.98799701803,160292.00879563944,160802.66614498146,159571.53020892467,159630.85925260122,158899.0363774064,157862.21894199046,157386.62138191806,159579.76812861965,161685.19799168827,163242.16026409925,165447.02501014725,168237.41722357407,171430.69895972227,171557.3321745653,173318.18111430763,175387.11020542402
Male,14,94158.0,93366.09523809521,93560.19047619044,93836.28571428565,94078.4761904761,92596.38095238087,95584.4761904761,97580.71177104622,102438.01333542747,106618.89230200803,110690.12596244481,115107.56752232868,115578.97450456182,118735.027096592,121670.34261625246,123276.96766342444,119881.05072982381,117329.0558044699,116849.03748314743,117778.50913839608,114922.27913421727,114937.77211148868,115346.24313051303,115669.57094701527,115923.1682270426,116243.85075923665,116592.8784507039,116909.02049469121,117180.08377997688,117448.01167743721,117715.19885015908,117978.09254518987,118276.29480752302,118626.82952515763,119026.01569625223,119480.49883585863,119994.51087781844,120575.69650371245,121216.41008209466,121912.27910142046
Female,82,31100.0,32546.0,31982.09523809522,31712.09523809522,31560.09523809522,31428.190476190437,33084.28571428565,33575.59118888081,33889.31413155887,34937.96250064508,35181.49231609222,34847.78463338386,32560.630671219267,35187.864869953046,37867.279946531824,38865.871284838475,39384.74552589842,41791.49458384407,49238.24804603949,46898.96823058088,45856.800172863426,45943.98838747485,45413.365372567874,46450.0748422215,47228.4502675946,48585.79012864207,49331.664533184034,51195.376924275624,52744.5152931125,54812.242960743846,56539.3318956054,58976.1354668609,60607.65780053401,62673.23239449068,65389.67283117167,66944.90849383723,67926.72933528599,68941.70872532864,68637.9454036872,68801.96231000224
Female,57,76708.0,77904.19047619044,81472.28571428565,83862.4761904761,87354.66666666663,90201.0476190476,94594.9523809523,96878.16523200583,100259.77453989923,104771.9205922526,107172.09286665721,108443.13102402889,109952.66693943483,108982.48092346608,109131.59079476944,109453.8902897049,108029.21183907404,109284.98135852977,108756.72088925279,107919.04769337602,108036.54493623984,108955.29285333524,110117.28443314743,111082.19984906487,112930.33533905465,118980.66564024024,121630.42920463858,122439.12111939988,122451.62676749926,121736.53953434629,121477.19734230182,123882.86524715765,124334.65202385266,124402.16035389542,125628.36680952986,124035.82200036864,123360.62538939089,123132.05978220007,121643.79602080448,120016.73738517903
Female,31,168214.0,170592.57142857142,171553.5238095238,170792.3809523809,167928.8571428571,170825.61904761902,169079.61904761902,169209.00066581124,171372.33953571582,167994.47838565506,166161.8190372061,165961.27196417123,163568.0398113464,161297.76833655342,161232.78177318722,160794.87325558407,161213.83713431822,162532.994642146,161447.27477009466,161445.65632938867,160410.30253168603,159574.18243916184,158731.59191099802,161327.4605582895,163911.9388759904,165474.4127529715,168147.220140731,171071.05339965242,175346.81914684863,175689.80823347665,177613.42429501904,180236.61912770587,181502.9284723152,178653.051166002,176579.45297038186,176117.29488068502,176711.6949225152,174443.1182824077,174254.84611481038,174490.08504133322
Female,0,126954.06175780001,130797.61904761902,126977.61904761902,123697.61904761902,124647.61904761902,125513.61904761902,123528.0,122107.09718044547,122665.72796755006,123092.377826181,123431.00857190581,123853.71474723208,124310.6952975636,124724.99924760227,125078.11412014981,125424.76071079467,125767.82934665651,126100.73708853958,126470.51500398523,126894.5230164284,127374.95071635123,127918.80899695543,128534.08016560321,129230.97298055822,130003.7082364248,130847.12366992749,131749.50968468728,132771.29217314027,133855.68566508286,135063.0495141585,136146.06449996482,136909.19535072806,137566.65767942322,138102.95837254944,138516.40595700542,138809.35985315486,138995.0299828014,139098.50458568204,139142.87707950265,139152.25548607385
Female,77,38326.0,39892.09523809522,40448.09523809522,40672.19047619044,41998.28571428565,42418.28571428565,41798.28571428565,38910.952872854265,41991.79407525647,45077.375745439465,46142.18338679428,46634.30069213083,49451.626046687044,58192.40385732323,55302.96647736046,54014.85824192065,54047.09718956429,53353.68751502829,54515.99502081302,55373.12287807466,56904.30643325081,57712.41268807024,59852.08587888965,61574.587581008804,63897.314630659836,65853.41987295003,68635.60248966707,70419.1234332647,72745.84281850127,75835.26396047325,77544.2204649614,78577.21051097263,79663.58471339365,79196.73367379187,79310.27887154528,79634.10948163325,78723.73210521266,79783.53834985361,79440.77867401968,78817.27895366322
Female,62,69438.0,69140.09523809521,68330.28571428565,69714.38095238087,70840.4761904761,73282.4761904761,74380.57142857142,77290.16232888088,79489.37506707062,82485.76839634666,85103.58400862222,88848.43317488008,90994.91555423342,94077.6577660575,98194.40331792005,100378.55006048986,101578.37796430667,102953.62424627521,102109.26810303202,102214.21529790148,102517.55680036821,101200.04838007338,102401.20670680645,101900.70548934446,101076.3496556095,101102.43426079926,101901.3377979119,102904.79055137184,103761.98328904324,105478.60824302246,110993.94064561481,113471.1536495402,114216.13070729027,114219.28420669009,113595.71444865188,113454.94830110284,115703.76272469384,116124.05170386283,116195.13653589485,117337.20702691528
Female,87,20778.0,20858.09523809522,20452.09523809522,20000.09523809522,20782.09523809522,21584.09523809522,22698.0,22117.015650952242,21987.45676530045,21964.17191953461,21898.33143017608,23220.209387503666,23699.21519542847,24042.350357950014,24896.579055710234,25217.24153473525,25077.534515239266,23556.36370332686,25533.299523788024,27608.590922149473,28476.00547947645,28985.098614580093,30815.82437262123,36424.38152100566,34827.96311635485,34124.01380530381,34271.80164196203,33951.391184934444,34794.559641802465,35466.23815614266,36570.50212915469,37218.89624882603,38691.91673961547,39978.40730207843,41660.9202784072,43058.508921352215,45002.506382677006,46390.23615667448,48077.47903978787,50259.286912193624
Male,38,132368.0,132174.4761904761,135759.23809523805,138050.19047619042,142717.61904761902,147104.4761904761,154002.95238095228,159449.9556225749,161943.9298698411,159882.35197841888,161683.29276021983,162828.52589727347,166817.94877046943,166017.0011586019,163696.2587909708,166486.86037664942,164565.09899604425,164968.5364615731,164676.91268014046,162150.7806112186,160659.6687600864,162498.75702670944,161982.6427661253,163178.6020640352,163695.5293643616,162437.7325611176,162502.20120687166,161760.09664098418,160701.60420564126,160201.5038141356,162448.21615351248,164600.2731497757,166210.79043013006,168477.46630450056,171343.33255431306,174617.39322086982,174751.1561156987,176558.79783015366,178679.75081250226,179417.4199851668
Male,71,42096.0,37845.90476190468,40160.0,43470.19047619044,45768.28571428565,45860.476190476096,48216.76190476185,58903.542090742805,54775.62395726825,52958.81303390501,52652.4979445612,52492.40537329085,52783.18678605526,54243.69275293749,55191.5614185647,57544.181751891265,60086.35885367926,61297.630754794875,63862.247999550455,65917.75741160946,68092.81634593803,70115.89026302008,71520.39283457585,73930.25157550542,76456.93819158041,77049.47922872103,78144.5113828448,79192.9580182302,79087.89505019083,78783.85527104684,79743.30861601603,80708.17948742688,81263.05535011223,80947.50951405286,80308.37381460944,81072.33048484266,81597.28885372824,83121.28794736502,85182.69752612122,88733.73105547606
Male,46,114098.0,115252.19047619044,116618.57142857142,117384.85714285707,117993.0476190476,120083.23809523805,121547.23809523805,122799.20340298483,122505.8479582372,121652.29285117061,123161.31563004607,124357.48484800321,127205.15351716524,130683.03273801645,136516.56289784645,141031.5840819715,143040.08027832923,141485.59692665288,143224.29308972124,144368.36903045842,147604.2827066768,146956.55610417385,145476.48025797086,147649.2090905604,146011.87854303047,146417.64223143805,146241.48948999302,144155.63395124147,142810.9219935116,144210.8673967521,143731.6108654834,144683.69968160125,145151.32055425108,144082.49673429324,144139.5538864219,143491.158450869,142597.32628996682,142247.045703807,144154.91778348028,145992.982509116
Male,55,80778.0,82402.19047619044,86314.4761904761,90366.66666666663,94148.66666666663,96582.85714285707,98588.85714285707,101949.71222784609,105672.35127183629,106196.15005902248,107781.45647758961,109244.93328185209,109173.12201517282,108489.45280449485,110069.7534375455,111333.07933698648,112194.00366651986,111740.63092370809,110835.41829220662,111952.8218537017,112774.06114716784,115009.09548547029,117921.8977786011,122893.32808255928,126745.68343260945,128462.17258038145,127208.91150163685,128856.57777073425,129982.16106988903,132748.48335418204,132218.0292512937,131176.54714134283,132998.19608939663,131563.70960116145,131967.413425627,131877.25518168905,130106.71030931702,128912.75851014821,130080.13850729808,129656.2562509769
Male,75,36586.0,36346.0,37105.90476190468,37763.90476190468,37441.90476190468,33691.80952380947,35705.90476190468,38423.02427334825,40583.64659705143,40773.728951852456,42966.13964870649,52417.52454852186,48888.3208931298,47344.417589684235,47123.234119012675,47018.52978704864,47332.77740508368,48664.89331289641,49550.45223590149,51663.32551337861,53960.83214661402,55101.82357914944,57444.20741639649,59317.985243341405,61302.06792879244,63180.101528868254,64493.14711390389,66713.43387985448,69022.50561910823,69623.64503021163,70647.3353770166,71640.63793059307,71580.8627866357,71371.36254865202,72255.99989162188,73181.38576108548,73717.52432844328,73468.04205334584,72931.06679455406,73659.14502240888
Male,35,142480.0,147599.4285714285,152082.28571428565,161009.23809523805,167671.90476190468,170476.3809523809,167713.5238095238,169425.4065905874,170510.94628344406,174899.80835896102,174036.99166132728,171103.35567948586,174288.1394485999,172223.8928017692,172593.18552412838,172223.39722828363,169486.56073707825,167976.69766602985,170097.69501999542,169582.5453370281,170931.99122979684,171454.1659006867,170124.99337773485,170222.43408391625,169461.1299484424,168344.2487910753,167761.17971368003,170172.64717740583,172462.48334152566,174255.25760264823,176718.12560411403,179818.66474888282,183344.74460198625,183502.03605632664,185457.73636619345,187742.30849228223,188557.5213127757,186201.4649324878,184433.9297342203,184117.12775197002
Female,81,34382.0,33742.09523809522,33328.09523809522,33276.09523809522,33012.19047619044,34508.28571428565,35298.19047619044,35597.9013154585,36676.0265653156,36903.423896626235,36530.74120578264,34105.045796598206,36838.136939419885,39618.62653826088,40633.80197411668,41149.255480016,43651.27534813742,51411.95281604628,48937.9566016022,47838.02715526161,47910.25959065886,47341.821498663674,48408.12811743965,49204.16864428266,50603.29623693468,51362.34426350442,53292.8302804765,54883.690188438035,57011.84870104103,58792.29439684184,61313.24891971621,62983.94076671965,65111.086799387296,67916.44069295723,69508.44498719226,70503.72028901243,71534.57308837585,71193.10348589925,71345.03074352044,71699.2463357015
Female,48,111614.0,114438.0,116292.28571428565,118142.4761904761,117488.57142857142,117556.85714285707,118161.14285714283,116622.78796188327,117927.85692361987,117443.50098529863,116708.22807740483,117138.52928816427,118297.66514326041,119808.45597262484,120976.07964722122,123052.878796383,130041.9255684674,132926.9708822706,133852.77327787885,133931.47616658028,133021.63229327102,132467.56071946584,135138.23173249123,135655.4306279955,135718.32941205121,137089.16898593286,135222.04724454347,134377.29439091167,134112.8523619374,132425.80223997662,130618.14098729986,130555.67094710245,130124.31187100546,130452.3562725645,131339.84942764163,130523.62798261689,130535.14107899842,129785.37165538984,129230.46619722163,128714.98808612289
Female,33,149350.0,159158.3809523809,164217.14285714284,165671.71428571426,166634.66666666663,164433.5238095238,160837.61904761902,164531.76778601564,165275.8716734014,165365.41866394732,167328.75931403402,164319.712891457,162761.73216443602,162509.3211423708,160228.36459421524,157985.7306235782,157910.22992062243,157437.000240504,157839.969838835,159079.38514811383,158027.48147414642,158009.7071911156,157004.35951645224,156209.25102312403,155423.32277331228,157870.14688919322,160343.80710006162,161811.2679193342,164315.94799853797,167082.00702065497,171126.79640102427,171437.2913479351,173264.91964183227,175752.79184575463,176930.61908486322,174237.08792851382,172291.7332932228,171848.88254470704,172410.02719887896,170256.0287802754
Female,2,118506.13543259999,121410.87270970468,124346.15699589523,128391.71428571425,124713.71428571425,120841.71428571425,120909.80952380947,121986.08777325068,119804.5127714021,118510.09844192665,119021.03279087765,119414.97637623647,119727.49118217346,120118.32630482662,120542.6369616101,120927.00495825928,121255.48235485022,121577.97347641886,121898.29210783824,122209.98282514467,122558.25453950788,122959.31447955986,123413.8839837519,123930.50009417502,124513.68132885924,125173.53681469991,125904.53462918938,126700.98548065583,127551.4974120693,128512.8393438322,129530.86656612503,130660.87372992883,131674.76603637426,132387.6755145827,133000.61166227463,133500.07240165066,133884.1136746872,134156.18941399024,134328.90269274084,134425.94133175246
Female,4,109096.0,115340.00056410467,116649.94495640945,119700.68223351425,122893.9665197047,126251.52380952382,122321.61904761902,118261.8659708788,118331.9130050609,119341.36314734802,117258.41206863601,116058.03607439366,116534.30076786989,116903.59827405825,117195.83508453847,117562.48989275124,117962.07690352947,118323.73990532404,118632.71298954787,118936.49438536465,119239.5489353526,119534.23774067182,119865.98342632741,120249.20775822228,120684.44302124344,121179.00592773265,121738.57341936507,122370.25149220903,123069.33787839868,123830.83632790542,124642.87419773807,125558.83995043926,126528.06847274379,127602.52688961945,128564.84280364924,129240.67738878442,129821.28773793162,130293.00844327823,130655.94219232629,130912.31104530627
